"AÑO","CURSO","MATERIA","GENERO","EDAD","GRUPO ÉTNICO","ZONA RESIDENCIAL"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","33","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","33","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN IV DRAMATURGIA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN IV DRAMATURGIA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS III DE  LO CONTEMPORANEO","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","38","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","FEMENINO","13","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","68","INDIGENA","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN IV DRAMATURGIA","FEMENINO","47","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","18","INDIGENA","RURAL"
"2,023","LITERATURA","LENGUAJE Y CULTURA","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","LENGUAJE Y CULTURA","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","64","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","27","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","71","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS III DE  LO CONTEMPORANEO","FEMENINO","47","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA I","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA I","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","27","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","71","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","47","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","POÉTICAS CLÁSICAS Y ROMÁNTICAS","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","POÉTICAS CLÁSICAS Y ROMÁNTICAS","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","FEMENINO","27","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","71","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","47","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","POÉTICAS CLÁSICAS Y ROMÁNTICAS","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","POÉTICAS CLÁSICAS Y ROMÁNTICAS","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","FEMENINO","27","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE CRONICA","FEMENINO","71","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO I","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO DE GRADO I","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE CRONICA","FEMENINO","71","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO I","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO DE GRADO I","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN I NARRATIVA","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN I NARRATIVA","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER GUION LITERARIO","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","MASCULINO","28","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN I NARRATIVA","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN I NARRATIVA","FEMENINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER GUION LITERARIO","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","24","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","45","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","70","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","37","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","41","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","49","AFROCOLOMBIANO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","66","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","37","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","42","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","42","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","42","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","24","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","FEMENINO","65","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","56","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","49","INDIGENA","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","75","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","77","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","25","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","65","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","MASCULINO","18","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","37","RAIZAL","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","FEMENINO","37","RAIZAL","RURAL"
"2,023","LITERATURA","TALLER DE CRONICA","FEMENINO","65","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","38","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","MASCULINO","21","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","53","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","MASCULINO","21","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","MASCULINO","21","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO DE GRADO II","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","MASCULINO","21","NINGUNO","RURAL"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","21","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","30","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","50","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","54","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","51","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","57","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN IV DRAMATURGIA","FEMENINO","56","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","65","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","69","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","49","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","MASCULINO","70","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","FEMENINO","51","NINGUNO","RURAL"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","62","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","68","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO TALLER VERSERIA PROFUNDIZACIÓN EN POESÍA","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","MASCULINO","13","NINGUNO","RURAL"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","14","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","72","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","22","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","22","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","MASCULINO","10","INDIGENA","URBANO"
"2,023","LITERATURA","PROYECTO TALLER TINAJA PROFUNDIZACIÓN EN NARRATIVA","FEMENINO","74","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","FEMENINO","17","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS III DE  LO CONTEMPORANEO","FEMENINO","56","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","69","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","FEMENINO","49","NINGUNO","RURAL"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","FEMENINO","51","NINGUNO","RURAL"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","15","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","11","NINGUNO","RURAL"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA POESÍA","MASCULINO","71","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","72","NINGUNO","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA LECTURA DE NO FICCIÓN","MASCULINO","66","AFROCOLOMBIANO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","56","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","49","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","FEMENINO","51","NINGUNO","RURAL"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","PROYECTO DE GRADO II","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","INICIACIÓN A LA NARRATIVA","FEMENINO","72","NINGUNO","URBANO"
"2,023","LITERATURA","REDACCIÓN BÁSICA","FEMENINO","17","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","51","NINGUNO","RURAL"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","LENGUA ESPAÑOLA  II","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","TALLER DE JUEGOS  VERBALES","FEMENINO","72","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","22","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","22","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","63","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","51","NINGUNO","RURAL"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","29","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACIÓN II POESÍA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","LABORATORIO DE CREACION III  POESIA","FEMENINO","72","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","22","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGIA ARTISTICA Y TRANSFORMACION SOCIAL","FEMENINO","22","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","FEMENINO","49","NINGUNO","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","PEDAGOGÍA LITERARIA","MASCULINO","53","RAIZAL","URBANO"
"2,023","LITERATURA","POETICAS II DE LA MODERNIDAD","MASCULINO","53","RAIZAL","URBANO"
